,Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
862,1793,0528445070,060,RL,75.0,8778.0,Pave,1,Lvl,1,Inside,1,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,2,3,4,6,0.0,6,0.0,1302.0,1302.0,GasA,1,Y,1,1302.0,528.0,0.0,1830.0,0.0,0.0,2.0,1.0,3.0,1.0,2,7.0,8,0.0,6,BuiltIn,2006.0,2,3.0,859.0,3,3,1,0.0,40.0,0.0,0.0,0.0,0.0,5,NA,0.0,3,2007,WD ,221300.0
863,882,0907414020,020,RL,63.0,8487.0,Pave,1,Lvl,1,FR2,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,2,3,PConc,2,3,2,1,20.0,6,0.0,1480.0,1500.0,GasA,1,Y,1,1500.0,0.0,0.0,1500.0,0.0,0.0,2.0,0.0,3.0,1.0,2,6.0,8,0.0,6,Attchd,2004.0,2,2.0,570.0,3,3,1,192.0,36.0,0.0,0.0,0.0,0.0,5,NA,0.0,8,2009,WD ,190000.0
864,2791,0907252050,060,RL,69.05520046484602,9930.0,Pave,2,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,199.0,2,3,PConc,2,3,4,1,456.0,6,0.0,370.0,826.0,GasA,1,Y,1,878.0,884.0,0.0,1762.0,0.0,0.0,2.0,1.0,3.0,1.0,2,6.0,8,0.0,6,Attchd,2002.0,1,2.0,591.0,3,3,1,320.0,54.0,0.0,0.0,0.0,0.0,5,NA,0.0,7,2006,WD ,222000.0
865,297,0909428280,020,RL,100.0,17500.0,Pave,1,Lvl,1,Inside,1,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,None,0.0,2,2,PConc,2,3,2,1,1406.0,6,0.0,496.0,1902.0,GasA,3,Y,1,1902.0,0.0,0.0,1902.0,1.0,0.0,2.0,0.0,3.0,1.0,1,7.0,8,2.0,3,Attchd,1959.0,1,2.0,567.0,3,3,1,0.0,207.0,162.0,0.0,0.0,0.0,5,NA,0.0,5,2010,WD ,335000.0
866,509,0528431070,020,RL,78.0,10206.0,Pave,1,Lvl,1,Inside,1,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,294.0,2,3,PConc,2,3,4,6,0.0,6,0.0,1614.0,1614.0,GasA,1,Y,1,1658.0,0.0,0.0,1658.0,0.0,0.0,2.0,1.0,3.0,1.0,2,7.0,8,1.0,2,Attchd,2008.0,1,3.0,726.0,3,3,1,144.0,44.0,0.0,0.0,0.0,0.0,5,NA,0.0,9,2009,WD ,257500.0
867,1115,0528429080,020,RL,75.0,14587.0,Pave,2,Lvl,1,Inside,1,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,2,3,PConc,2,3,4,6,0.0,6,0.0,1498.0,1498.0,GasA,1,Y,1,1506.0,0.0,0.0,1506.0,0.0,0.0,2.0,0.0,2.0,1.0,1,6.0,8,1.0,2,Attchd,2008.0,1,2.0,592.0,3,3,1,0.0,174.0,0.0,0.0,0.0,0.0,5,NA,0.0,8,2008,New,264132.0
868,773,0905105190,020,RL,65.0,7800.0,Pave,1,Lvl,1,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,89.0,3,3,PConc,3,3,4,2,450.0,6,0.0,414.0,864.0,GasA,1,Y,1,899.0,0.0,0.0,899.0,0.0,0.0,1.0,0.0,3.0,1.0,2,5.0,8,0.0,6,Attchd,1967.0,1,1.0,288.0,3,3,1,64.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,6,2009,WD ,130000.0
869,732,0903202170,070,RL,50.0,4960.0,Pave,1,Lvl,1,Inside,1,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,7,1930,1982,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,4,6,0.0,6,0.0,297.0,297.0,GasA,1,Y,1,1001.0,653.0,0.0,1654.0,0.0,0.0,2.0,0.0,3.0,1.0,3,7.0,8,1.0,2,Detchd,1955.0,3,1.0,336.0,3,3,3,244.0,60.0,0.0,0.0,0.0,0.0,5,NA,0.0,5,2009,WD ,137000.0
870,1552,0910206110,030,RM,60.0,7392.0,Pave,1,Lvl,1,Inside,1,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,4,6,0.0,6,0.0,520.0,520.0,GasA,3,Y,2,912.0,0.0,0.0,912.0,0.0,0.0,1.0,0.0,2.0,1.0,3,5.0,8,0.0,6,Detchd,1934.0,2,1.0,360.0,3,3,1,0.0,90.0,0.0,0.0,0.0,0.0,5,NA,0.0,5,2008,WD ,99500.0
871,226,0905107110,090,RL,69.05520046484602,7424.0,Pave,2,Lvl,1,Inside,1,Sawyer,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,2,3,2,1,1319.0,6,0.0,0.0,1319.0,GasA,3,Y,1,1373.0,0.0,0.0,1373.0,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,8,2.0,3,Attchd,1978.0,1,2.0,591.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,5,2010,WD ,160250.0
872,2830,0908188120,160,RM,24.0,2522.0,Pave,1,Lvl,1,Inside,1,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,2,3,PConc,2,3,4,6,0.0,6,0.0,970.0,970.0,GasA,1,Y,1,970.0,739.0,0.0,1709.0,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,4,0.0,6,Detchd,2004.0,3,2.0,380.0,3,3,1,0.0,40.0,0.0,0.0,0.0,0.0,5,NA,0.0,5,2006,WD ,130000.0
873,2238,0910202030,030,RM,46.0,3672.0,Pave,1,Lvl,1,Inside,1,IDOTRR,Artery,Norm,1Fam,1Story,5,7,1922,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,4,6,0.0,6,0.0,816.0,816.0,GasA,1,Y,1,816.0,0.0,0.0,816.0,0.0,0.0,1.0,0.0,2.0,1.0,3,5.0,8,0.0,6,Detchd,1922.0,3,1.0,100.0,4,4,3,0.0,0.0,96.0,0.0,0.0,0.0,5,NA,0.0,9,2007,WD ,75200.0
874,982,0923252075,080,RL,62.0,7706.0,Pave,1,Lvl,1,Inside,1,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1993,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,CBlock,2,3,2,4,114.0,1,270.0,0.0,384.0,GasA,1,Y,1,1091.0,0.0,0.0,1091.0,0.0,1.0,1.0,0.0,2.0,1.0,3,5.0,8,0.0,6,Attchd,1993.0,1,1.0,429.0,3,3,1,280.0,0.0,0.0,0.0,0.0,0.0,5,Shed,700.0,8,2009,WD ,131250.0
875,1265,0535426350,020,RL,69.05520046484602,12929.0,Pave,2,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1993,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,276.0,3,3,CBlock,3,3,1,1,697.0,6,0.0,384.0,1081.0,GasA,3,Y,1,1081.0,0.0,0.0,1081.0,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,8,0.0,6,CarPort,1960.0,3,1.0,401.0,3,3,1,36.0,82.0,0.0,0.0,0.0,0.0,5,NA,0.0,6,2008,WD ,148000.0
876,559,0532376070,020,RL,69.05520046484602,9316.0,Pave,2,Lvl,1,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,4,4,544.0,6,0.0,480.0,1024.0,GasA,2,Y,1,1020.0,0.0,0.0,1020.0,0.0,0.0,2.0,0.0,3.0,1.0,3,5.0,8,0.0,6,Attchd,1965.0,3,1.0,288.0,3,3,1,171.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,5,2009,Oth,124100.0
877,1203,0534252090,085,RL,69.05520046484602,12122.0,Pave,2,Lvl,1,Corner,1,NAmes,Norm,Norm,1Fam,SFoyer,7,9,1961,2007,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,1,3,CBlock,3,3,2,2,867.0,6,0.0,77.0,944.0,GasA,2,Y,1,999.0,0.0,0.0,999.0,1.0,0.0,1.0,0.0,3.0,1.0,1,6.0,8,0.0,6,Attchd,1961.0,2,2.0,588.0,3,3,1,144.0,76.0,0.0,0.0,0.0,0.0,5,NA,0.0,7,2008,WD ,178400.0
878,2083,0905476160,090,RL,42.0,7711.0,Pave,2,Lvl,1,Inside,1,Edwards,Norm,Norm,Duplex,1Story,4,3,1977,1977,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,2,3,1,1,1440.0,6,0.0,0.0,1440.0,GasA,3,Y,1,1440.0,0.0,0.0,1440.0,2.0,0.0,2.0,0.0,4.0,2.0,3,8.0,8,0.0,6,Attchd,nan,3,0.0,0.0,3,3,3,321.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,8,2007,Oth,150000.0
879,2130,0907187060,060,RL,43.0,12352.0,Pave,3,Lvl,1,CulDSac,1,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,2,3,PConc,2,3,4,1,638.0,6,0.0,215.0,853.0,GasA,1,Y,1,853.0,900.0,0.0,1753.0,1.0,0.0,2.0,1.0,3.0,1.0,3,7.0,8,1.0,4,Attchd,1998.0,2,2.0,534.0,3,3,1,0.0,74.0,0.0,0.0,0.0,0.0,5,NA,0.0,3,2007,WD ,217000.0
880,2455,0528429060,060,RL,75.0,12447.0,Pave,2,Lvl,1,Inside,1,Somerst,RRAn,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,Stone,192.0,2,3,PConc,2,2,4,6,0.0,6,0.0,1100.0,1100.0,GasA,1,Y,1,1116.0,848.0,0.0,1964.0,0.0,0.0,2.0,1.0,3.0,1.0,2,8.0,8,1.0,2,BuiltIn,2005.0,1,2.0,760.0,3,3,1,200.0,70.0,0.0,0.0,0.0,0.0,5,NA,0.0,1,2006,New,252000.0
881,535,0531363030,020,RL,63.0,7500.0,Pave,1,Lvl,1,Inside,1,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,2,2,4,1,54.0,6,0.0,1087.0,1141.0,GasA,1,Y,1,1141.0,0.0,0.0,1141.0,1.0,0.0,1.0,1.0,3.0,1.0,2,6.0,8,0.0,6,Detchd,2006.0,2,2.0,484.0,3,3,1,182.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,6,2009,WD ,152000.0
882,2019,0903233140,045,RM,51.0,6120.0,Pave,1,Lvl,1,Corner,1,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,4,6,0.0,6,0.0,832.0,832.0,GasA,1,Y,2,854.0,0.0,0.0,854.0,0.0,0.0,1.0,0.0,2.0,1.0,3,5.0,8,0.0,6,Detchd,1991.0,3,2.0,576.0,3,3,1,48.0,112.0,0.0,0.0,0.0,0.0,5,NA,0.0,7,2007,WD ,132000.0
883,2655,0902206090,050,RM,56.0,9576.0,Pave,1,Lvl,1,Inside,1,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,4,4,310.0,6,0.0,460.0,770.0,GasA,3,Y,1,885.0,297.0,0.0,1182.0,0.0,0.0,1.0,1.0,3.0,1.0,3,5.0,8,0.0,6,Detchd,1945.0,3,1.0,378.0,4,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,5,2006,WD ,120000.0
884,2391,0528120140,060,RL,82.0,9942.0,Pave,2,Lvl,1,Inside,1,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,385.0,1,3,PConc,1,2,2,1,1290.0,6,0.0,316.0,1606.0,GasA,1,Y,1,1625.0,466.0,0.0,2091.0,1.0,0.0,2.0,1.0,3.0,1.0,1,8.0,8,1.0,2,Attchd,2005.0,2,2.0,521.0,3,3,1,194.0,84.0,0.0,0.0,0.0,0.0,5,NA,0.0,5,2006,New,338500.0
885,154,0535325400,030,RL,65.0,7898.0,Pave,1,Lvl,1,Corner,1,NAmes,Norm,Norm,1Fam,1Story,4,7,1920,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,4,6,0.0,6,0.0,576.0,576.0,GasA,2,Y,1,985.0,0.0,0.0,985.0,0.0,1.0,1.0,0.0,2.0,1.0,3,4.0,8,0.0,6,Detchd,1989.0,3,2.0,676.0,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,4,2010,WD ,105000.0
886,999,0527107210,060,RL,57.0,21872.0,Pave,3,HLS,1,FR2,1,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,2,3,1,1,604.0,6,0.0,125.0,729.0,GasA,1,Y,1,729.0,717.0,0.0,1446.0,0.0,1.0,2.0,1.0,3.0,1.0,3,6.0,8,1.0,3,Attchd,1996.0,3,2.0,406.0,3,3,1,264.0,22.0,0.0,0.0,0.0,0.0,5,NA,0.0,8,2008,WD ,175000.0
887,1400,0905352030,060,RL,83.0,10005.0,Pave,1,Lvl,1,Inside,1,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,3,3,CBlock,2,3,4,3,392.0,6,0.0,768.0,1160.0,GasA,1,Y,1,1156.0,866.0,0.0,2022.0,0.0,0.0,2.0,1.0,4.0,1.0,3,8.0,8,1.0,3,Attchd,1977.0,1,2.0,505.0,3,3,1,288.0,117.0,0.0,0.0,0.0,0.0,5,NA,0.0,3,2008,WD ,192000.0
888,2807,0907401080,060,RL,41.0,12393.0,Pave,3,Lvl,1,FR2,1,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,2,3,4,6,0.0,6,0.0,847.0,847.0,GasA,1,Y,1,847.0,1101.0,0.0,1948.0,0.0,0.0,2.0,1.0,4.0,1.0,2,8.0,8,1.0,2,BuiltIn,2004.0,1,2.0,434.0,3,3,1,100.0,48.0,0.0,0.0,0.0,0.0,5,NA,0.0,9,2006,WD ,195000.0
889,516,0528456220,060,FV,75.0,9000.0,Pave,1,Lvl,1,Inside,1,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,2,3,4,6,0.0,6,0.0,768.0,768.0,GasA,1,Y,1,786.0,804.0,0.0,1590.0,0.0,0.0,2.0,1.0,3.0,1.0,2,6.0,8,0.0,6,Attchd,2008.0,2,2.0,676.0,3,3,1,0.0,30.0,0.0,0.0,0.0,0.0,5,NA,0.0,6,2009,WD ,210000.0
890,1753,0528250070,060,RL,63.0,7875.0,Pave,1,Lvl,1,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,2,3,PConc,2,3,4,6,0.0,6,0.0,847.0,847.0,GasA,1,Y,1,847.0,1101.0,0.0,1948.0,0.0,0.0,2.0,1.0,4.0,1.0,2,8.0,8,1.0,2,BuiltIn,2003.0,1,2.0,434.0,3,3,1,0.0,48.0,0.0,0.0,0.0,0.0,5,NA,0.0,7,2007,WD ,211000.0
891,734,0903226130,050,RM,50.0,6000.0,Pave,1,Lvl,1,Inside,1,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,4,3,672.0,6,0.0,0.0,672.0,GasA,3,Y,1,757.0,567.0,0.0,1324.0,0.0,0.0,1.0,0.0,3.0,1.0,3,6.0,8,0.0,6,Detchd,1936.0,3,1.0,240.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,7,2009,WD ,128000.0
892,1209,0534400060,020,RL,100.0,10175.0,Pave,2,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,3,3,CBlock,3,3,4,3,490.0,6,0.0,935.0,1425.0,GasA,2,Y,1,1425.0,0.0,0.0,1425.0,0.0,0.0,2.0,0.0,3.0,1.0,3,7.0,8,1.0,2,Attchd,1964.0,2,2.0,576.0,3,3,1,0.0,0.0,0.0,407.0,0.0,0.0,5,NA,0.0,7,2008,WD ,180500.0
893,1994,0902302150,190,RM,85.0,13600.0,Pave,1,Lvl,1,Inside,1,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,4,6,0.0,6,0.0,662.0,662.0,GasA,3,N,1,1422.0,915.0,0.0,2337.0,0.0,0.0,2.0,0.0,5.0,2.0,3,10.0,6,0.0,6,Detchd,1945.0,3,2.0,560.0,3,3,1,0.0,57.0,0.0,0.0,0.0,0.0,5,NA,0.0,9,2007,WD ,90000.0
894,1901,0534431020,045,RL,85.0,12172.0,Pave,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1940,1996,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,3,3,PConc,3,3,4,5,130.0,4,259.0,433.0,822.0,GasA,3,Y,1,908.0,0.0,0.0,908.0,0.0,0.0,1.0,0.0,2.0,1.0,3,4.0,8,0.0,6,Attchd,1975.0,3,2.0,512.0,3,3,1,284.0,24.0,0.0,0.0,192.0,0.0,5,NA,0.0,10,2007,WD ,138500.0
895,2413,0528218080,060,RL,65.0,10237.0,Pave,1,Lvl,1,Inside,1,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,2,3,4,6,0.0,6,0.0,738.0,738.0,GasA,1,Y,1,738.0,754.0,0.0,1492.0,0.0,0.0,2.0,1.0,3.0,1.0,2,8.0,8,0.0,6,Attchd,2006.0,1,2.0,440.0,3,3,1,0.0,32.0,0.0,0.0,0.0,0.0,5,NA,0.0,9,2006,New,169985.0
896,2630,0535457070,020,RL,70.0,7000.0,Pave,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,4,1961,1961,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,4,1,781.0,6,0.0,369.0,1150.0,GasA,3,Y,1,1150.0,0.0,0.0,1150.0,0.0,0.0,1.0,0.0,3.0,1.0,3,6.0,8,0.0,6,Attchd,1961.0,2,1.0,288.0,3,3,1,0.0,0.0,0.0,0.0,162.0,0.0,5,NA,0.0,7,2006,WD ,146000.0
897,1428,0906420130,060,RL,59.0,11228.0,Pave,3,Lvl,1,CulDSac,1,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,2,3,4,3,50.0,1,531.0,499.0,1080.0,GasA,1,Y,1,1080.0,1017.0,0.0,2097.0,0.0,1.0,2.0,1.0,3.0,1.0,2,9.0,8,1.0,3,Attchd,1993.0,3,3.0,678.0,3,3,1,196.0,187.0,0.0,0.0,0.0,0.0,5,NA,0.0,12,2008,WD ,228000.0
898,1271,0535453020,020,RL,80.0,8000.0,Pave,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,PConc,3,3,4,3,476.0,4,488.0,292.0,1256.0,GasA,2,Y,2,1256.0,0.0,0.0,1256.0,1.0,0.0,1.0,1.0,3.0,1.0,2,6.0,8,0.0,6,Attchd,1959.0,2,1.0,311.0,3,3,1,0.0,240.0,0.0,0.0,0.0,0.0,5,NA,0.0,5,2008,WD ,159000.0
899,2464,0528480070,060,FV,84.0,10728.0,Pave,1,Lvl,1,Inside,1,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,2,3,3,6,0.0,6,0.0,1095.0,1095.0,GasA,2,Y,1,1095.0,844.0,0.0,1939.0,0.0,0.0,2.0,1.0,3.0,1.0,2,8.0,8,1.0,2,Attchd,2006.0,2,3.0,1053.0,3,3,1,192.0,51.0,0.0,0.0,0.0,0.0,5,NA,0.0,8,2006,New,266000.0
900,2653,0902204120,050,RM,50.0,6000.0,Pave,1,Lvl,1,Inside,1,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,145.0,3,2,PConc,3,3,4,6,0.0,6,0.0,816.0,816.0,GasA,1,Y,1,816.0,750.0,0.0,1566.0,0.0,0.0,1.0,1.0,5.0,1.0,2,7.0,8,0.0,6,Detchd,1976.0,3,2.0,450.0,3,3,1,24.0,0.0,296.0,0.0,0.0,0.0,5,NA,0.0,8,2006,WD ,139000.0
901,1505,0908225170,190,RL,56.0,6931.0,Pave,1,Lvl,1,Inside,1,Edwards,Norm,Norm,2fmCon,1Story,4,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,2,784.0,6,0.0,0.0,784.0,GasA,3,N,4,784.0,0.0,0.0,784.0,1.0,0.0,1.0,0.0,2.0,1.0,3,4.0,8,0.0,6,Attchd,nan,3,0.0,0.0,3,3,1,112.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,5,2008,WD ,91900.0
902,2110,0906382060,020,RL,73.0,8760.0,Pave,1,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,132.0,2,3,PConc,2,3,4,1,36.0,6,0.0,1453.0,1489.0,GasA,1,Y,1,1500.0,0.0,0.0,1500.0,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,8,1.0,2,Attchd,2005.0,2,2.0,674.0,3,3,1,144.0,38.0,0.0,0.0,0.0,0.0,5,NA,0.0,6,2007,WD ,212999.0
903,2386,0528116030,020,RL,98.0,16033.0,Pave,2,Lvl,1,FR2,1,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,378.0,2,3,PConc,1,3,1,1,1261.0,6,0.0,572.0,1833.0,GasA,1,Y,1,1850.0,0.0,0.0,1850.0,1.0,0.0,2.0,0.0,3.0,1.0,2,8.0,8,1.0,2,Attchd,2004.0,1,3.0,772.0,3,3,1,519.0,112.0,0.0,0.0,0.0,0.0,5,NA,0.0,3,2006,WD ,326000.0
904,1086,0528235020,060,RL,80.0,9024.0,Pave,2,Lvl,1,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,2,3,4,6,0.0,6,0.0,789.0,789.0,GasA,1,Y,1,813.0,702.0,0.0,1515.0,0.0,0.0,2.0,1.0,3.0,1.0,2,8.0,8,1.0,2,Attchd,2004.0,1,2.0,393.0,3,3,1,0.0,75.0,0.0,0.0,0.0,0.0,5,NA,0.0,7,2008,WD ,179000.0
905,1574,0916380060,020,RL,74.0,11563.0,Pave,2,HLS,1,Inside,1,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,258.0,2,3,PConc,1,3,1,1,1036.0,6,0.0,482.0,1518.0,GasA,1,Y,1,1537.0,0.0,0.0,1537.0,1.0,0.0,2.0,0.0,3.0,1.0,2,8.0,8,0.0,6,Attchd,2007.0,1,3.0,788.0,3,3,1,0.0,26.0,0.0,0.0,0.0,0.0,5,NA,0.0,4,2008,WD ,294000.0
906,406,0527451540,160,RM,21.0,1680.0,Pave,1,Lvl,1,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,425.0,3,3,CBlock,3,3,4,4,110.0,5,294.0,79.0,483.0,GasA,3,Y,1,483.0,504.0,0.0,987.0,1.0,0.0,1.0,1.0,2.0,1.0,3,5.0,8,0.0,6,Detchd,1972.0,3,1.0,288.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,7,2009,WD ,97000.0
907,2757,0906382050,060,RL,73.0,8760.0,Pave,1,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,2,2,3,1,464.0,6,0.0,927.0,1391.0,GasA,1,Y,1,1391.0,571.0,0.0,1962.0,0.0,0.0,2.0,1.0,3.0,1.0,2,7.0,8,0.0,6,Attchd,2006.0,2,3.0,868.0,3,3,1,0.0,90.0,0.0,0.0,0.0,0.0,5,NA,0.0,8,2006,New,239799.0
908,2559,0534455080,020,RL,80.0,9600.0,Pave,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1990,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,3,3,915.0,6,0.0,336.0,1251.0,GasA,3,Y,1,1433.0,0.0,0.0,1433.0,1.0,0.0,1.0,0.0,3.0,1.0,3,7.0,7,1.0,2,Attchd,1961.0,3,2.0,441.0,3,3,1,144.0,0.0,205.0,0.0,0.0,0.0,5,NA,0.0,6,2006,WD ,161000.0
